date,region,store_id,product_id,product_name,category,unit_price,units_sold,revenue,cost,profit,sales_rep_id
2025-03-05,Abuja,S014,P0034,Product 34,Electronics,135.02,33,4455.66,2613.55,1842.11,R08
2025-03-05,Port Harcourt,S010,P0029,Product 29,Home & Garden,413.53,34,14060.02,10645.25,3414.77,R19
2025-03-06,Abuja,S006,P0095,Product 95,Electronics,67.37,41,2762.17,2337.43,424.74,R19
2025-03-06,Abuja,S011,P0029,Product 29,Home & Garden,160.37,48,7697.76,4580.72,3117.04,R02
2025-03-06,Abuja,S004,P0047,Product 47,Groceries,411.71,17,6999.07,5632.17,1366.9,R20
2025-03-06,Ibadan,S015,P0065,Product 65,Groceries,405.75,5,2028.75,1692.15,336.6,R13
2025-03-06,Ibadan,S013,P0059,Product 59,Home & Garden,230.6,45,10377.0,6173.75,4203.25,R17
2025-03-06,Port Harcourt,S012,P0017,Product 17,Home & Garden,267.37,14,3743.18,2849.32,893.86,R15
2025-03-06,Kano,S006,P0008,Product 8,Fashion,291.79,44,12838.76,10487.66,2351.1,R04
2025-03-06,Ibadan,S001,P0091,Product 91,Fashion,342.68,33,11308.44,9495.58,1812.86,R16
2025-03-06,Abuja,S001,P0063,Product 63,Health & Beauty,304.81,14,4267.34,2623.62,1643.72,R01
2025-03-06,Ibadan,S011,P0038,Product 38,Health & Beauty,459.71,25,11492.75,6414.91,5077.84,R04
2025-03-06,Ibadan,S015,P0046,Product 46,Electronics,11.04,36,397.44,274.22,123.22,R11
2025-03-07,Abuja,S005,P0041,Product 41,Home & Garden,9.01,27,243.27,167.58,75.69,R04
2025-03-07,Ibadan,S014,P0081,Product 81,Health & Beauty,286.58,37,10603.46,5472.88,5130.58,R18
2025-03-07,Kano,S003,P0016,Product 16,Groceries,435.6,22,9583.2,6569.53,3013.67,R13
2025-03-07,Port Harcourt,S013,P0022,Product 22,Health & Beauty,475.03,29,13775.87,9214.53,4561.34,R18
2025-03-07,Abuja,S003,P0047,Product 47,Groceries,13.57,31,420.67,347.89,72.78,R07
2025-03-07,Ibadan,S004,P0065,Product 65,Groceries,376.09,44,16547.96,13910.28,2637.68,R12
2025-03-07,Lagos,S002,P0007,Product 7,Fashion,240.21,28,6725.88,5166.86,1559.02,R10
2025-03-07,Kano,S004,P0029,Product 29,Home & Garden,462.48,10,4624.8,2321.57,2303.23,R09
2025-03-08,Port Harcourt,S012,P0013,Product 13,Health & Beauty,443.72,23,10205.56,8177.11,2028.45,R10
2025-03-08,Lagos,S009,P0054,Product 54,Health & Beauty,307.04,13,3991.52,2635.0,1356.52,R10
2025-03-08,Port Harcourt,S014,P0070,Product 70,Home & Garden,30.28,49,1483.72,966.61,517.11,R17
2025-03-08,Lagos,S011,P0082,Product 82,Electronics,340.38,2,680.76,410.05,270.71,R10
2025-03-08,Port Harcourt,S013,P0007,Product 7,Fashion,84.72,33,2795.76,1850.42,945.34,R18
2025-03-08,Ibadan,S014,P0036,Product 36,Health & Beauty,85.06,34,2892.04,2440.94,451.1,R20
2025-03-08,Kano,S001,P0067,Product 67,Groceries,55.86,49,2737.14,1858.23,878.91,R18
2025-03-08,Abuja,S014,P0026,Product 26,Fashion,448.17,3,1344.51,764.43,580.08,R02
2025-03-08,Lagos,S006,P0039,Product 39,Electronics,115.2,48,5529.6,4409.34,1120.26,R16
2025-03-08,Kano,S006,P0007,Product 7,Fashion,26.74,49,1310.26,884.97,425.29,R08
2025-03-08,Abuja,S006,P0071,Product 71,Electronics,66.87,39,2607.93,2185.79,422.14,R12
2025-03-09,Lagos,S014,P0018,Product 18,Health & Beauty,377.98,31,11717.38,7228.26,4489.12,R07
2025-03-09,Abuja,S012,P0037,Product 37,Fashion,155.5,15,2332.5,1631.26,701.24,R17
2025-03-09,Kano,S009,P0032,Product 32,Home & Garden,67.95,26,1766.7,1181.98,584.72,R10
2025-03-09,Port Harcourt,S002,P0026,Product 26,Fashion,413.03,21,8673.63,5306.17,3367.46,R04
2025-03-09,Kano,S015,P0067,Product 67,Groceries,393.29,28,11012.12,9075.84,1936.28,R10
2025-03-10,Abuja,S012,P0051,Product 51,Home & Garden,76.25,3,228.75,184.48,44.27,R13
2025-03-10,Kano,S003,P0059,Product 59,Home & Garden,165.9,41,6801.9,4654.81,2147.09,R18
2025-03-10,Abuja,S007,P0045,Product 45,Groceries,16.9,2,33.8,22.22,11.58,R04
2025-03-10,Ibadan,S009,P0027,Product 27,Fashion,482.2,14,6750.8,4801.74,1949.06,R07
2025-03-10,Port Harcourt,S002,P0040,Product 40,Groceries,368.57,4,1474.28,1231.48,242.8,R06
2025-03-10,Kano,S012,P0071,Product 71,Electronics,44.01,1,44.01,28.53,15.48,R13
2025-03-10,Abuja,S006,P0096,Product 96,Fashion,452.22,10,4522.2,3650.83,871.37,R19
2025-03-11,Port Harcourt,S014,P0038,Product 38,Health & Beauty,496.68,12,5960.16,3606.97,2353.19,R12
2025-03-11,Abuja,S011,P0004,Product 4,Health & Beauty,191.41,24,4593.84,3299.46,1294.38,R15
2025-03-11,Port Harcourt,S005,P0099,Product 99,Groceries,22.56,20,451.2,252.38,198.82,R14
2025-03-11,Ibadan,S002,P0097,Product 97,Health & Beauty,161.96,12,1943.52,1469.35,474.17,R04
2025-03-11,Lagos,S014,P0057,Product 57,Home & Garden,165.15,47,7762.05,5146.67,2615.38,R18
2025-03-11,Lagos,S012,P0027,Product 27,Fashion,387.15,2,774.3,404.82,369.48,R03
2025-03-12,Port Harcourt,S011,P0004,Product 4,Health & Beauty,455.74,18,8203.32,6337.57,1865.75,R19
2025-03-12,Lagos,S014,P0016,Product 16,Groceries,358.66,3,1075.98,557.26,518.72,R11
2025-03-12,Lagos,S004,P0011,Product 11,Home & Garden,43.99,47,2067.53,1086.21,981.32,R11
2025-03-12,Ibadan,S002,P0044,Product 44,Groceries,309.9,24,7437.6,3852.01,3585.59,R19
2025-03-12,Ibadan,S015,P0018,Product 18,Health & Beauty,23.33,15,349.95,288.96,60.99,R01
2025-03-12,Lagos,S007,P0005,Product 5,Health & Beauty,409.08,41,16772.28,9987.32,6784.96,R13
2025-03-12,Lagos,S008,P0074,Product 74,Groceries,393.67,11,4330.37,3496.4,833.97,R16
2025-03-12,Ibadan,S015,P0090,Product 90,Fashion,308.5,31,9563.5,7691.34,1872.16,R12
2025-03-12,Abuja,S011,P0073,Product 73,Health & Beauty,118.01,20,2360.2,1514.42,845.78,R02
2025-03-12,Lagos,S013,P0031,Product 31,Fashion,446.78,19,8488.82,6152.8,2336.02,R05
2025-03-12,Port Harcourt,S005,P0053,Product 53,Home & Garden,221.23,23,5088.29,3575.36,1512.93,R11
2025-03-12,Abuja,S005,P0028,Product 28,Groceries,84.48,10,844.8,684.79,160.01,R04
2025-03-12,Lagos,S001,P0098,Product 98,Groceries,52.22,38,1984.36,1331.0,653.36,R13
2025-03-12,Port Harcourt,S013,P0063,Product 63,Health & Beauty,25.56,1,25.56,19.24,6.32,R08
2025-03-12,Abuja,S013,P0068,Product 68,Groceries,377.14,20,7542.8,3876.86,3665.94,R19
2025-03-13,Ibadan,S002,P0082,Product 82,Electronics,453.95,45,20427.75,12618.59,7809.16,R01
2025-03-13,Ibadan,S007,P0087,Product 87,Electronics,231.47,31,7175.57,5793.88,1381.69,R17
2025-03-13,Ibadan,S008,P0048,Product 48,Health & Beauty,132.05,36,4753.8,3345.91,1407.89,R01
2025-03-13,Ibadan,S013,P0019,Product 19,Electronics,121.93,10,1219.3,691.33,527.97,R01
2025-03-13,Kano,S008,P0095,Product 95,Electronics,24.56,13,319.28,159.78,159.5,R19
2025-03-13,Port Harcourt,S012,P0038,Product 38,Health & Beauty,283.23,43,12178.89,6468.18,5710.71,R06
2025-03-13,Kano,S008,P0020,Product 20,Home & Garden,170.93,37,6324.41,4090.18,2234.23,R06
2025-03-14,Lagos,S013,P0045,Product 45,Groceries,306.94,32,9822.08,5773.12,4048.96,R09
2025-03-14,Lagos,S013,P0023,Product 23,Home & Garden,200.52,13,2606.76,1452.89,1153.87,R06
2025-03-14,Lagos,S002,P0042,Product 42,Electronics,202.02,27,5454.54,3411.45,2043.09,R17
2025-03-14,Kano,S008,P0055,Product 55,Fashion,91.45,49,4481.05,2825.29,1655.76,R12
2025-03-14,Ibadan,S014,P0054,Product 54,Health & Beauty,14.7,19,279.3,191.0,88.3,R08
2025-03-14,Port Harcourt,S013,P0032,Product 32,Home & Garden,168.66,19,3204.54,2564.82,639.72,R16
2025-03-14,Port Harcourt,S005,P0087,Product 87,Electronics,456.9,5,2284.5,1790.1,494.4,R12
2025-03-14,Ibadan,S002,P0010,Product 10,Health & Beauty,148.19,32,4742.08,2972.43,1769.65,R01
2025-03-15,Ibadan,S015,P0052,Product 52,Home & Garden,141.35,14,1978.9,1567.85,411.05,R12
2025-03-15,Abuja,S008,P0073,Product 73,Health & Beauty,137.43,14,1924.02,1294.02,630.0,R16
2025-03-16,Abuja,S013,P0077,Product 77,Electronics,287.4,29,8334.6,5957.0,2377.6,R06
2025-03-16,Lagos,S001,P0094,Product 94,Fashion,456.77,47,21468.19,17104.11,4364.08,R05
2025-03-16,Kano,S009,P0097,Product 97,Health & Beauty,359.51,46,16537.46,9239.38,7298.08,R08
2025-03-16,Ibadan,S013,P0055,Product 55,Fashion,258.19,21,5421.99,2820.33,2601.66,R01
2025-03-16,Abuja,S002,P0014,Product 14,Groceries,216.0,22,4752.0,3316.72,1435.28,R02
2025-03-16,Kano,S006,P0035,Product 35,Fashion,57.56,45,2590.2,1768.17,822.03,R18
2025-03-17,Abuja,S009,P0080,Product 80,Home & Garden,406.12,49,19899.88,14460.39,5439.49,R14
2025-03-17,Abuja,S003,P0082,Product 82,Electronics,252.77,1,252.77,154.08,98.69,R03
2025-03-17,Ibadan,S003,P0099,Product 99,Groceries,57.54,32,1841.28,1114.3,726.98,R20
2025-03-17,Kano,S004,P0021,Product 21,Groceries,100.93,48,4844.64,3960.36,884.28,R16
2025-03-17,Abuja,S002,P0097,Product 97,Health & Beauty,208.94,33,6895.02,4727.98,2167.04,R17
2025-03-17,Lagos,S011,P0029,Product 29,Home & Garden,426.34,30,12790.2,10589.78,2200.42,R02
2025-03-18,Abuja,S001,P0062,Product 62,Home & Garden,471.63,28,13205.64,10923.86,2281.78,R12
2025-03-18,Abuja,S005,P0040,Product 40,Groceries,328.05,5,1640.25,1126.04,514.21,R01
2025-03-18,Lagos,S006,P0043,Product 43,Home & Garden,252.6,32,8083.2,5434.54,2648.66,R07
2025-03-18,Abuja,S006,P0018,Product 18,Health & Beauty,335.98,34,11423.32,7616.38,3806.94,R12
2025-03-18,Lagos,S004,P0095,Product 95,Electronics,255.45,31,7918.95,5469.42,2449.53,R10
2025-03-18,Abuja,S010,P0096,Product 96,Fashion,162.76,25,4069.0,3125.51,943.49,R04
2025-03-18,Ibadan,S005,P0011,Product 11,Home & Garden,410.28,2,820.56,559.28,261.28,R13
2025-03-18,Ibadan,S004,P0076,Product 76,Groceries,336.82,20,6736.4,5562.06,1174.34,R18
2025-03-19,Abuja,S012,P0092,Product 92,Electronics,410.62,48,19709.76,10681.03,9028.73,R18
2025-03-19,Ibadan,S011,P0042,Product 42,Electronics,469.34,11,5162.74,3970.82,1191.92,R07
2025-03-20,Lagos,S007,P0092,Product 92,Electronics,178.97,16,2863.52,1787.31,1076.21,R09
2025-03-20,Abuja,S011,P0056,Product 56,Electronics,447.93,4,1791.72,1270.54,521.18,R03
2025-03-20,Ibadan,S003,P0053,Product 53,Home & Garden,418.93,29,12148.97,10026.8,2122.17,R18
2025-03-20,Abuja,S008,P0022,Product 22,Health & Beauty,439.81,15,6597.15,4567.11,2030.04,R04
2025-03-21,Kano,S008,P0040,Product 40,Groceries,367.76,17,6251.92,5180.06,1071.86,R07
2025-03-21,Ibadan,S008,P0071,Product 71,Electronics,279.13,16,4466.08,3413.95,1052.13,R01
2025-03-21,Port Harcourt,S008,P0094,Product 94,Fashion,311.85,26,8108.1,4984.38,3123.72,R17
2025-03-21,Abuja,S001,P0002,Product 2,Health & Beauty,147.31,15,2209.65,1486.41,723.24,R08
2025-03-21,Abuja,S012,P0021,Product 21,Groceries,364.59,26,9479.34,5191.71,4287.63,R09
2025-03-21,Port Harcourt,S009,P0100,Product 100,Electronics,396.75,30,11902.5,7469.89,4432.61,R01
2025-03-21,Ibadan,S012,P0019,Product 19,Electronics,403.97,16,6463.52,4558.84,1904.68,R01
2025-03-21,Kano,S002,P0096,Product 96,Fashion,91.95,30,2758.5,2043.8,714.7,R08
2025-03-21,Abuja,S012,P0002,Product 2,Health & Beauty,37.13,4,148.52,81.32,67.2,R15
2025-03-21,Ibadan,S008,P0036,Product 36,Health & Beauty,257.48,29,7466.92,4905.43,2561.49,R20
2025-03-21,Ibadan,S015,P0041,Product 41,Home & Garden,16.73,2,33.46,19.26,14.2,R08
2025-03-22,Lagos,S003,P0088,Product 88,Electronics,415.06,46,19092.76,10462.69,8630.07,R08
2025-03-22,Kano,S006,P0070,Product 70,Home & Garden,79.63,27,2150.01,1762.17,387.84,R14
2025-03-22,Ibadan,S011,P0062,Product 62,Home & Garden,228.0,6,1368.0,1104.45,263.55,R01
2025-03-22,Abuja,S005,P0076,Product 76,Groceries,78.93,15,1183.95,915.47,268.48,R08
2025-03-22,Lagos,S015,P0086,Product 86,Electronics,356.87,14,4996.18,4092.74,903.44,R19
2025-03-23,Kano,S012,P0010,Product 10,Health & Beauty,475.91,49,23319.59,18865.8,4453.79,R06
2025-03-23,Abuja,S012,P0072,Product 72,Health & Beauty,320.3,43,13772.9,9842.33,3930.57,R12
2025-03-23,Ibadan,S006,P0096,Product 96,Fashion,429.48,43,18467.64,10960.11,7507.53,R14
2025-03-23,Ibadan,S011,P0026,Product 26,Fashion,483.63,16,7738.08,6146.78,1591.3,R15
2025-03-23,Abuja,S013,P0094,Product 94,Fashion,113.19,13,1471.47,761.84,709.63,R20
2025-03-23,Kano,S011,P0063,Product 63,Health & Beauty,206.85,23,4757.55,2642.62,2114.93,R02
2025-03-23,Lagos,S006,P0059,Product 59,Home & Garden,461.51,15,6922.65,5718.05,1204.6,R07
2025-03-23,Kano,S013,P0028,Product 28,Groceries,108.57,13,1411.41,789.46,621.95,R16
2025-03-23,Ibadan,S013,P0091,Product 91,Fashion,266.77,31,8269.87,6521.57,1748.3,R11
2025-03-23,Kano,S003,P0070,Product 70,Home & Garden,66.05,12,792.6,613.96,178.64,R02
2025-03-23,Lagos,S011,P0019,Product 19,Electronics,469.63,37,17376.31,10174.59,7201.72,R11
2025-03-23,Abuja,S011,P0023,Product 23,Home & Garden,268.74,9,2418.66,1253.36,1165.3,R05
2025-03-23,Lagos,S012,P0034,Product 34,Electronics,303.83,9,2734.47,1732.55,1001.92,R03
2025-03-24,Ibadan,S011,P0096,Product 96,Fashion,342.14,44,15054.16,9308.5,5745.66,R02
2025-03-24,Abuja,S014,P0057,Product 57,Home & Garden,88.93,7,622.51,438.73,183.78,R12
2025-03-24,Kano,S011,P0009,Product 9,Fashion,308.03,29,8932.87,7173.25,1759.62,R03
2025-03-24,Ibadan,S005,P0017,Product 17,Home & Garden,320.28,43,13772.04,9628.28,4143.76,R12
2025-03-25,Ibadan,S010,P0006,Product 6,Groceries,454.43,49,22267.07,11168.51,11098.56,R04
2025-03-25,Kano,S006,P0022,Product 22,Health & Beauty,418.6,45,18837.0,15504.61,3332.39,R07
2025-03-25,Ibadan,S012,P0006,Product 6,Groceries,222.99,3,668.97,510.53,158.44,R05
2025-03-25,Ibadan,S009,P0033,Product 33,Home & Garden,177.02,15,2655.3,1704.81,950.49,R19
2025-03-25,Kano,S006,P0063,Product 63,Health & Beauty,498.43,19,9470.17,6588.03,2882.14,R01
2025-03-25,Abuja,S008,P0086,Product 86,Electronics,67.42,48,3236.16,2286.08,950.08,R03
2025-03-25,Abuja,S012,P0090,Product 90,Fashion,90.5,41,3710.5,2160.14,1550.36,R19
2025-03-25,Ibadan,S003,P0068,Product 68,Groceries,189.23,32,6055.36,3619.87,2435.49,R06
2025-03-25,Port Harcourt,S007,P0067,Product 67,Groceries,160.05,21,3361.05,1987.07,1373.98,R09
2025-03-25,Ibadan,S005,P0038,Product 38,Health & Beauty,49.53,5,247.65,166.64,81.01,R15
2025-03-25,Abuja,S008,P0073,Product 73,Health & Beauty,287.04,12,3444.48,2575.34,869.14,R06
2025-03-25,Abuja,S010,P0051,Product 51,Home & Garden,447.91,46,20603.86,11086.81,9517.05,R06
2025-03-25,Port Harcourt,S009,P0085,Product 85,Electronics,426.83,37,15792.71,9895.13,5897.58,R03
2025-03-26,Lagos,S005,P0084,Product 84,Health & Beauty,402.5,12,4830.0,4098.9,731.1,R02
2025-03-26,Ibadan,S003,P0002,Product 2,Health & Beauty,329.54,27,8897.58,7190.51,1707.07,R16
2025-03-26,Ibadan,S008,P0030,Product 30,Home & Garden,246.05,17,4182.85,2223.87,1958.98,R08
2025-03-26,Abuja,S005,P0031,Product 31,Fashion,488.76,15,7331.4,4521.87,2809.53,R17
2025-03-26,Kano,S005,P0080,Product 80,Home & Garden,118.78,2,237.56,184.49,53.07,R01
2025-03-26,Lagos,S007,P0040,Product 40,Groceries,224.41,42,9425.22,6250.08,3175.14,R03
2025-03-26,Lagos,S005,P0058,Product 58,Groceries,461.44,32,14766.08,8132.58,6633.5,R20
2025-03-26,Abuja,S006,P0048,Product 48,Health & Beauty,430.18,41,17637.38,14512.26,3125.12,R03
2025-03-26,Abuja,S002,P0016,Product 16,Groceries,68.34,10,683.4,561.59,121.81,R17
2025-03-26,Abuja,S014,P0068,Product 68,Groceries,318.36,18,5730.48,4567.2,1163.28,R01
2025-03-26,Kano,S002,P0034,Product 34,Electronics,331.84,1,331.84,227.78,104.06,R03
2025-03-27,Ibadan,S005,P0040,Product 40,Groceries,156.26,42,6562.92,5285.78,1277.14,R02
2025-03-27,Lagos,S003,P0017,Product 17,Home & Garden,134.06,28,3753.68,2609.19,1144.49,R15
2025-03-27,Abuja,S001,P0029,Product 29,Home & Garden,119.17,40,4766.8,3670.7,1096.1,R10
2025-03-27,Lagos,S015,P0081,Product 81,Health & Beauty,165.18,21,3468.78,2084.78,1384.0,R02
2025-03-27,Abuja,S008,P0012,Product 12,Fashion,31.29,29,907.41,495.59,411.82,R14
2025-03-27,Port Harcourt,S011,P0086,Product 86,Electronics,496.74,48,23843.52,19389.41,4454.11,R07
2025-03-27,Port Harcourt,S010,P0042,Product 42,Electronics,304.07,27,8209.89,4291.29,3918.6,R20
2025-03-27,Lagos,S006,P0059,Product 59,Home & Garden,281.16,24,6747.84,5726.8,1021.04,R05
2025-03-27,Ibadan,S013,P0060,Product 60,Groceries,188.32,26,4896.32,2660.78,2235.54,R05
2025-03-27,Kano,S002,P0083,Product 83,Health & Beauty,62.04,24,1488.96,883.41,605.55,R10
2025-03-27,Port Harcourt,S004,P0017,Product 17,Home & Garden,175.48,2,350.96,206.37,144.59,R01
2025-03-28,Port Harcourt,S013,P0067,Product 67,Groceries,350.38,30,10511.4,8424.78,2086.62,R14
2025-03-28,Lagos,S015,P0098,Product 98,Groceries,324.62,21,6817.02,3418.9,3398.12,R19
2025-03-28,Abuja,S012,P0065,Product 65,Groceries,195.35,16,3125.6,1740.36,1385.24,R05
2025-03-28,Port Harcourt,S015,P0063,Product 63,Health & Beauty,48.24,41,1977.84,1339.27,638.57,R07
2025-03-28,Kano,S011,P0002,Product 2,Health & Beauty,448.37,46,20625.02,15964.05,4660.97,R03
2025-03-28,Ibadan,S012,P0054,Product 54,Health & Beauty,186.07,21,3907.47,3109.77,797.7,R06
2025-03-28,Port Harcourt,S014,P0096,Product 96,Fashion,241.03,10,2410.3,1395.47,1014.83,R15
2025-03-28,Ibadan,S012,P0007,Product 7,Fashion,201.47,16,3223.52,1937.57,1285.95,R17
2025-03-28,Ibadan,S011,P0049,Product 49,Groceries,421.4,26,10956.4,7582.7,3373.7,R01
2025-03-28,Port Harcourt,S010,P0057,Product 57,Home & Garden,476.09,32,15234.88,10119.08,5115.8,R06
2025-03-29,Lagos,S007,P0071,Product 71,Electronics,397.17,34,13503.78,7351.58,6152.2,R12
2025-03-29,Abuja,S008,P0048,Product 48,Health & Beauty,305.95,4,1223.8,957.53,266.27,R18
2025-03-29,Kano,S001,P0034,Product 34,Electronics,321.87,12,3862.44,2473.81,1388.63,R01
2025-03-29,Ibadan,S003,P0044,Product 44,Groceries,377.85,28,10579.8,7112.19,3467.61,R14
2025-03-29,Kano,S001,P0085,Product 85,Electronics,75.86,35,2655.1,1797.23,857.87,R13
2025-03-29,Port Harcourt,S012,P0048,Product 48,Health & Beauty,269.36,6,1616.16,1098.52,517.64,R10
2025-03-29,Ibadan,S009,P0017,Product 17,Home & Garden,182.01,1,182.01,121.1,60.91,R07
2025-03-29,Ibadan,S001,P0098,Product 98,Groceries,368.38,33,12156.54,8570.95,3585.59,R05
2025-03-29,Port Harcourt,S007,P0068,Product 68,Groceries,81.66,17,1388.22,1175.55,212.67,R08
2025-03-29,Lagos,S009,P0076,Product 76,Groceries,470.78,28,13181.84,11175.14,2006.7,R18
2025-03-29,Port Harcourt,S007,P0051,Product 51,Home & Garden,408.51,16,6536.16,4174.81,2361.35,R01
2025-03-30,Port Harcourt,S012,P0032,Product 32,Home & Garden,310.49,11,3415.39,2467.47,947.92,R08
2025-03-30,Lagos,S009,P0005,Product 5,Health & Beauty,27.96,9,251.64,194.77,56.87,R06
2025-03-30,Lagos,S012,P0065,Product 65,Groceries,23.9,39,932.1,783.15,148.95,R11
2025-03-30,Abuja,S006,P0041,Product 41,Home & Garden,304.86,17,5182.62,4040.54,1142.08,R17
2025-03-30,Kano,S015,P0075,Product 75,Health & Beauty,359.26,30,10777.8,6512.54,4265.26,R16
2025-03-30,Port Harcourt,S003,P0004,Product 4,Health & Beauty,454.9,33,15011.7,10091.19,4920.51,R07
2025-03-30,Lagos,S013,P0093,Product 93,Fashion,171.31,5,856.55,472.92,383.63,R20
2025-03-31,Abuja,S009,P0067,Product 67,Groceries,274.22,31,8500.82,6628.5,1872.32,R16
2025-03-31,Ibadan,S008,P0086,Product 86,Electronics,37.65,46,1731.9,1171.04,560.86,R09
2025-03-31,Port Harcourt,S008,P0051,Product 51,Home & Garden,54.73,11,602.03,510.15,91.88,R03
2025-03-31,Abuja,S009,P0006,Product 6,Groceries,70.38,7,492.66,346.01,146.65,R05
2025-03-31,Ibadan,S012,P0088,Product 88,Electronics,186.53,8,1492.24,1176.54,315.7,R12
2025-03-31,Abuja,S007,P0034,Product 34,Electronics,147.38,8,1179.04,689.14,489.9,R20
2025-03-31,Abuja,S008,P0063,Product 63,Health & Beauty,57.08,28,1598.24,1356.31,241.93,R18
2025-03-31,Port Harcourt,S012,P0012,Product 12,Fashion,376.23,28,10534.44,5494.49,5039.95,R20
2025-03-31,Abuja,S001,P0061,Product 61,Groceries,288.96,20,5779.2,4063.57,1715.63,R07
2025-04-01,Abuja,S001,P0024,Product 24,Electronics,208.16,39,8118.24,5533.32,2584.92,R16
2025-04-01,Kano,S013,P0038,Product 38,Health & Beauty,469.28,3,1407.84,1052.97,354.87,R01
2025-04-01,Kano,S014,P0094,Product 94,Fashion,460.39,35,16113.65,9051.46,7062.19,R20
2025-04-01,Abuja,S014,P0007,Product 7,Fashion,297.34,18,5352.12,4204.77,1147.35,R16
2025-04-01,Lagos,S005,P0072,Product 72,Health & Beauty,33.78,20,675.6,569.1,106.5,R19
2025-04-01,Kano,S010,P0089,Product 89,Home & Garden,352.76,28,9877.28,5364.62,4512.66,R16
2025-04-02,Ibadan,S005,P0045,Product 45,Groceries,445.38,17,7571.46,4357.58,3213.88,R02
2025-04-02,Ibadan,S006,P0002,Product 2,Health & Beauty,422.68,42,17752.56,14667.52,3085.04,R05
2025-04-02,Abuja,S013,P0033,Product 33,Home & Garden,424.73,36,15290.28,10826.54,4463.74,R01
2025-04-02,Ibadan,S002,P0011,Product 11,Home & Garden,490.7,3,1472.1,759.04,713.06,R01
2025-04-02,Abuja,S012,P0055,Product 55,Fashion,365.15,37,13510.55,6987.22,6523.33,R06
2025-04-02,Kano,S009,P0100,Product 100,Electronics,331.45,23,7623.35,6165.63,1457.72,R15
2025-04-02,Port Harcourt,S005,P0008,Product 8,Fashion,31.31,18,563.58,425.76,137.82,R15
2025-04-02,Lagos,S008,P0064,Product 64,Groceries,230.38,37,8524.06,6323.02,2201.04,R13
2025-04-03,Lagos,S015,P0039,Product 39,Electronics,127.46,22,2804.12,1548.95,1255.17,R17
2025-04-03,Abuja,S014,P0095,Product 95,Electronics,334.89,3,1004.67,642.53,362.14,R14
2025-04-03,Abuja,S008,P0008,Product 8,Fashion,24.19,37,895.03,520.31,374.72,R19
2025-04-03,Lagos,S014,P0076,Product 76,Groceries,99.02,6,594.12,442.0,152.12,R13
2025-04-03,Abuja,S014,P0060,Product 60,Groceries,82.67,48,3968.16,2996.7,971.46,R08
2025-04-03,Lagos,S005,P0017,Product 17,Home & Garden,62.59,12,751.08,482.84,268.24,R19
2025-04-03,Lagos,S011,P0010,Product 10,Health & Beauty,11.86,23,272.78,214.39,58.39,R11
2025-04-03,Lagos,S008,P0100,Product 100,Electronics,158.32,10,1583.2,970.62,612.58,R03
2025-04-03,Kano,S015,P0076,Product 76,Groceries,150.54,32,4817.28,3275.34,1541.94,R19
2025-04-03,Kano,S008,P0034,Product 34,Electronics,15.4,19,292.6,205.55,87.05,R08
2025-04-03,Ibadan,S015,P0072,Product 72,Health & Beauty,256.2,39,9991.8,5671.31,4320.49,R13
2025-04-03,Ibadan,S006,P0009,Product 9,Fashion,201.94,45,9087.3,6613.76,2473.54,R11
2025-04-03,Kano,S013,P0019,Product 19,Electronics,149.12,31,4622.72,3475.24,1147.48,R15
2025-04-04,Ibadan,S015,P0061,Product 61,Groceries,274.59,15,4118.85,2502.51,1616.34,R02
2025-04-04,Port Harcourt,S015,P0028,Product 28,Groceries,420.33,2,840.66,626.01,214.65,R01
2025-04-04,Lagos,S011,P0091,Product 91,Fashion,285.0,36,10260.0,6588.27,3671.73,R15
2025-04-04,Abuja,S010,P0012,Product 12,Fashion,414.82,33,13689.06,8838.91,4850.15,R17
2025-04-04,Kano,S015,P0069,Product 69,Home & Garden,5.82,46,267.72,215.84,51.88,R03
2025-04-04,Lagos,S002,P0079,Product 79,Home & Garden,270.76,43,11642.68,7982.28,3660.4,R02
2025-04-04,Ibadan,S013,P0012,Product 12,Fashion,68.1,23,1566.3,1249.61,316.69,R09
2025-04-04,Port Harcourt,S003,P0091,Product 91,Fashion,67.74,41,2777.34,2029.91,747.43,R13
2025-04-04,Lagos,S002,P0055,Product 55,Fashion,177.56,7,1242.92,904.17,338.75,R16
2025-04-04,Kano,S014,P0088,Product 88,Electronics,419.8,6,2518.8,1669.12,849.68,R18
2025-04-04,Kano,S003,P0100,Product 100,Electronics,473.68,2,947.36,680.5,266.86,R08
2025-04-04,Port Harcourt,S010,P0036,Product 36,Health & Beauty,327.93,41,13445.13,8909.85,4535.28,R02
2025-04-04,Ibadan,S010,P0016,Product 16,Groceries,494.61,10,4946.1,4147.6,798.5,R14
2025-04-04,Lagos,S011,P0037,Product 37,Fashion,10.0,47,470.0,236.03,233.97,R02
2025-04-05,Lagos,S013,P0050,Product 50,Home & Garden,53.62,9,482.58,355.37,127.21,R06
2025-04-05,Port Harcourt,S009,P0022,Product 22,Health & Beauty,80.09,16,1281.44,1055.76,225.68,R10
2025-04-05,Ibadan,S005,P0044,Product 44,Groceries,405.74,38,15418.12,9280.82,6137.3,R12
2025-04-05,Kano,S012,P0073,Product 73,Health & Beauty,348.46,30,10453.8,6923.92,3529.88,R10
2025-04-05,Abuja,S007,P0047,Product 47,Groceries,216.65,14,3033.1,1604.5,1428.6,R19
